,text,intent
2088,Could you explain the admission protocol at NEC?,admission
2089,What steps should I follow to apply for NEC admission?,admission
2090,Inquire about the process of securing admission at NEC.,admission
2091,How does the NEC admission process work?,admission
2092,What's involved in the NEC enrollment process?,admission
2093,Could you provide information on NEC's admission procedures?,admission
2094,What's the prescribed method for NEC admission?,admission
2095,How can one navigate through the NEC admission process?,admission
2096,What are the procedures for NEC admissions?,admission
2097,Can you outline the steps to take for NEC admission?,admission
2098,Could you explain the admission protocol at NEC?,admission
2099,What steps should I follow to apply for NEC admission?,admission
2100,Inquire about the process of securing admission at NEC.,admission
2101,What facilities college provide,facilities
2102,Is there proper transport facilities,facilities
2103,What is the service hour?,facilities
2104,i want to know about facilities availabe there,facilities
2105,Do I have to be in queue for huge time to fill the form ?,facilities
2106,Do I have to be in queue to pay the fees?,facilities
2107,If I get late for lab then will I face the problem of getting computers with issues,facilities
2108,What kind of services does this college serves ?,facilities
2109,College facility,facilities
2110,Hostel facilities ,facilities
2111,Internet services,facilities
2112,Pure drinking water,facilities
2113,Qualified teachers,facilities
2114,Heath facilities ,facilities
2115,Sanitation ,facilities
2116,What are college facilities,facilities
2117,facilities,facilities
2118,facilities provided,facilities
2119,Can you share information on the amenities available at Nepal Engineering College?,facilities
2120,What resources and conveniences are offered at Nepal Engineering College?,facilities
2121,How well-equipped is Nepal Engineering College in terms of facilities?,facilities
2122,Could you elaborate on the infrastructure and resources at Nepal Engineering College?,facilities
2123,Inquire about the services and provisions provided by Nepal Engineering College.,facilities
2124,What kind of support and resources does Nepal Engineering College provide to students?,facilities
2125,Can you provide insights into the available infrastructure and amenities at Nepal Engineering College?,facilities
2126,How are the facilities like at Nepal Engineering College?,facilities
2127,What provisions does Nepal Engineering College have for students?,facilities
2128,Could you describe the resources and conveniences accessible at Nepal Engineering College?,facilities
2129,What services and amenities are available for students at Nepal Engineering College?,facilities
2130,Can you detail the infrastructure and facilities offered at Nepal Engineering College?,facilities
2131,How is the provision of services and resources at Nepal Engineering College?,facilities
2132,What are the amenities and support services provided by Nepal Engineering College?,facilities
2133,Inquire about the facilities and services that Nepal Engineering College offers.,facilities
2134,Can you shed light on the available facilities for students at Nepal Engineering College?,facilities
2135,What provisions does Nepal Engineering College make for its students' needs?,facilities
2136,Could you provide information on the available resources and conveniences at Nepal Engineering College?,facilities
2137,How does Nepal Engineering College cater to the requirements of its students?,facilities
2138,What kind of resources and facilities can students access at Nepal Engineering College?,facilities
2139,Inquire about the support systems and amenities in place at Nepal Engineering College.,facilities
2140,Can you elaborate on the facilities and services available at Nepal Engineering College?,facilities
2141,What amenities and provisions does Nepal Engineering College provide to students?,facilities
2142,How well-equipped is Nepal Engineering College in terms of services and resources?,facilities
2143,Could you provide insights into the infrastructure and facilities at Nepal Engineering College?,facilities
2144,What services and conveniences are accessible to students at Nepal Engineering College?,facilities
2145,Can you detail the available facilities and resources at Nepal Engineering College?,facilities
2146,Inquire about the amenities and services offered to students by Nepal Engineering College.,facilities
2147,What provisions are made by Nepal Engineering College for its students' needs?,facilities
2148,Could you share information on the resources and amenities available at Nepal Engineering College?,facilities
2149,How does Nepal Engineering College cater to the well-being of its students?,facilities
2150,What kind of facilities and services can students expect at Nepal Engineering College?,facilities
2151,Inquire about the available amenities and resources at Nepal Engineering College.,facilities
2152,Can you provide insights into the facilities and services offered at Nepal Engineering College?,facilities
2153,What kind of support systems and conveniences are present at Nepal Engineering College?,facilities
2154,How well-equipped is Nepal Engineering College to meet the needs of its students?,facilities
2155,Could you detail the amenities and resources accessible at Nepal Engineering College?,facilities
2156,Inquire about the services and facilities provided by Nepal Engineering College.,facilities
2157,What provisions are in place at Nepal Engineering College for students' use?,facilities
2158,Can you shed light on the infrastructure and amenities at Nepal Engineering College?,facilities
2159,What services and resources does Nepal Engineering College offer to its students?,facilities
2160,How well does Nepal Engineering College provide for its students in terms of facilities?,facilities
2161,Could you provide information on the available amenities and support systems at Nepal Engineering College?,facilities
2162,Inquire about the facilities and services that students can avail themselves of at Nepal Engineering College.,facilities
2163,What kind of provisions are made by Nepal Engineering College for its students?,facilities
2164,Can you elaborate on the amenities and resources available at Nepal Engineering College?,facilities
2165,How does Nepal Engineering College cater to the well-being and needs of its students?,facilities
2166,What facilities and services can students access at Nepal Engineering College?,facilities
2167,Inquire about the available amenities and support systems at Nepal Engineering College.,facilities
2168,Can you provide insights into the infrastructure and resources at Nepal Engineering College?,facilities
2169,What services and conveniences are made accessible to students at Nepal Engineering College?,facilities
2170,Could you detail the facilities and support systems provided by Nepal Engineering College?,facilities
2171,Inquire about the amenities and resources that Nepal Engineering College offers to students.,facilities
2172,What kind of provisions are in place at Nepal Engineering College for the benefit of its students?,facilities
2173,Can you shed light on the services and facilities available at Nepal Engineering College?,facilities
2174,How well does Nepal Engineering College cater to the needs and requirements of its students?,facilities
2175,Could you provide information on the available amenities and support services at Nepal Engineering College?,facilities
2176,Inquire about the facilities and conveniences that students can utilize at Nepal Engineering College.,facilities
2177,What kind of amenities and resources are present at Nepal Engineering College?,facilities
2178,Can you elaborate on the services and facilities provided by Nepal Engineering College?,facilities
2179,How does Nepal Engineering College ensure the well-being and satisfaction of its students through its facilities?,facilities
2180,What services and conveniences are offered to students at Nepal Engineering College?,facilities
2181,Could you detail the available infrastructure and resources at Nepal Engineering College?,facilities
2182,Inquire about the amenities and support systems in place at Nepal Engineering College.,facilities
2183,What kind of provisions are made by Nepal Engineering College to enhance the student experience?,facilities
2184,Can you provide insights into the facilities and services at Nepal Engineering College?,facilities
2185,How well does Nepal Engineering College meet the needs and expectations of its students through its facilities?,facilities
2186,Could you share information on the available amenities and support services at Nepal Engineering College?,facilities
2187,Inquire about the facilities and conveniences that contribute to the student experience at Nepal Engineering College.,facilities
2188,What kind of amenities and resources are available for students at Nepal Engineering College?,facilities
2189,Can you elaborate on the services and facilities that contribute to the overall experience at Nepal Engineering College?,facilities
2190,How does Nepal Engineering College ensure the satisfaction and comfort of its students through its facilities?,facilities
2191,What services and conveniences contribute to the positive student experience at Nepal Engineering College?,facilities
2192,Could you detail the available infrastructure and resources that enhance the student experience at Nepal Engineering College?,facilities
2193,Inquire about the amenities and support systems that contribute to the overall well-being of students at Nepal Engineering College.,facilities
2194,What kind of provisions are made by Nepal Engineering College to create a positive and enriching environment for students?,facilities
2195,Can you provide insights into the facilities and services that contribute to the holistic development of students at Nepal Engineering College?,facilities
2196,How well does Nepal Engineering College support the academic and personal growth of its students through its facilities?,facilities
2197,Could you share information on the available amenities and resources that foster a positive learning environment at Nepal Engineering College?,facilities
2198,Inquire about the facilities and conveniences that contribute to a conducive learning atmosphere at Nepal Engineering College.,facilities
2199,What kind of amenities and support systems are in place to ensure a nurturing and enriching educational experience for students at Nepal Engineering College?,facilities
2200,max number of students,collegeintake
2201,number of seats per branch,collegeintake
2202,number of seats in each branch,collegeintake
2203,maximum number of seats,collegeintake
2204,Number of students per faculty,collegeintake
2205,How much students are allowed in each faculty?,collegeintake
2206,Is the seat full for the admission of this year?,collegeintake
2207,What is the total seat allotment for civil faculty,collegeintake
2208,What is the total seat allotted for Cse faculty? ,collegeintake
2209,What is the total seat allotted for electrical faculty?,collegeintake
2210,What is the total seat allotted for electronic faculty?,collegeintake
2211,Is there any seat available in Cse branch ?,collegeintake
2212,maximum students intake,collegeintake
2213,What is college intake,collegeintake
2214,how many stundent are taken in each branch,collegeintake
2215,seat allotment,collegeintake
2216,seats,collegeintake
2217,What is the overall capacity for student enrollment in the college?,collegeintake
2218,Can you provide information on the maximum number of students admitted annually?,collegeintake
2219,How many seats are available for each branch at the college?,collegeintake
2220,What is the total number of seats allocated for the current academic year?,collegeintake
2221,How many students can be accommodated in each branch?,collegeintake
2222,Is there a specific limit on the number of students admitted to each faculty?,collegeintake
2223,What is the student-to-faculty ratio at the college?,collegeintake
2224,Are there any restrictions on the maximum number of students in a particular faculty?,collegeintake
2225,Can you share details about the total seat allotment for the Civil Engineering faculty?,collegeintake
2226,What is the maximum student capacity for the Computer Science and Engineering faculty?,collegeintake
2227,How many seats are designated for the Electrical Engineering faculty?,collegeintake
2228,What is the total seat allocation for the Electronics Engineering faculty?,collegeintake
2229,Are there any available seats in the Computer Science and Engineering branch?,collegeintake
2230,What is the maximum intake of students permitted at the college?,collegeintake
2231,Could you provide information on the overall college intake for the current year?,collegeintake
2232,How many students are typically accepted in each branch during admissions?,collegeintake
2233,Can you elaborate on the seat allotment process at the college?,collegeintake
2234,What is the total number of seats available across all branches?,collegeintake
2235,How many students can be accommodated in the Mechanical Engineering faculty?,collegeintake
2236,Is there a specific limit on the number of students admitted to the Information Technology branch?,collegeintake
2237,Can you provide details about the maximum student intake for the college?,collegeintake
2238,What is the seat allocation policy for different branches at the college?,collegeintake
2239,How are the seats distributed among various engineering disciplines?,collegeintake
2240,What is the student capacity for the Chemical Engineering faculty?,collegeintake
2241,How many students are allowed in the Aeronautical Engineering branch?,collegeintake
2242,Are there any vacant seats in the Civil Engineering department?,collegeintake
2243,What is the maximum number of students allowed in the Computer Science branch?,collegeintake
2244,Can you provide information on the maximum student intake for the college's programs?,collegeintake
2245,How many seats are reserved for the Mechanical Engineering faculty?,collegeintake
2246,What is the seat distribution for the Information Technology branch?,collegeintake
2247,Are there any limitations on the number of students admitted to the Electronics and Communication Engineering faculty?,collegeintake
2248,Can you share details about the student intake process at the college?,collegeintake
2249,What is the total number of seats allotted for the Chemical Engineering faculty?,collegeintake
2250,How many students can enroll in the Aeronautical Engineering program?,collegeintake
2251,Is there any flexibility in seat allocation for different engineering branches?,collegeintake
2252,Can you provide information on the total seat allotment for the Computer Science and Engineering branch?,collegeintake
2253,What is the maximum number of students that can be admitted to the Electrical Engineering faculty?,collegeintake
2254,How are seats allocated for the various branches during the admission process?,collegeintake
2255,What is the student capacity for the Electronics and Communication Engineering faculty?,collegeintake
2256,Are there any restrictions on the number of students admitted to the Mechanical Engineering branch?,collegeintake
2257,Can you provide details on the seat distribution for the Information Technology faculty?,collegeintake
2258,How many seats are designated for the Aeronautical Engineering department?,collegeintake
2259,Is there a specific limit on the number of students admitted to the Civil Engineering branch?,collegeintake
2260,What is the total number of seats available for the Electronics and Communication Engineering program?,collegeintake
2261,How many students can be accommodated in the Chemical Engineering faculty?,collegeintake
2262,Are there any available seats in the Aeronautical Engineering branch for this academic year?,collegeintake
2263,What is the maximum student capacity for the Information Technology department?,collegeintake
2264,Can you provide information on the overall student intake for the college's engineering programs?,collegeintake
2265,How many seats are reserved for the Computer Science and Engineering department?,collegeintake
2266,What is the seat allocation policy for the Electrical and Electronics Engineering faculty?,collegeintake
2267,How are seats distributed among different engineering branches at the college?,collegeintake
2268,What is the total number of seats allotted for the Aeronautical Engineering program?,collegeintake
2269,How many students are typically accepted in the Civil Engineering branch?,collegeintake
2270,Can you share details about the maximum student intake for the Mechanical Engineering faculty?,collegeintake
2271,What is the student capacity for the Computer Science and Engineering program?,collegeintake
2272,Are there any restrictions on the number of students admitted to the Information Technology branch?,collegeintake
2273,Can you provide information on the total seat allotment for the Chemical Engineering faculty?,collegeintake
2274,How many seats are designated for the Electronics and Communication Engineering department?,collegeintake
2275,Is there any flexibility in seat allocation for different engineering branches?,collegeintake
2276,What is the maximum number of students that can be admitted to the Mechanical Engineering program?,collegeintake
2277,How are seats allocated for the various branches during the admission process?,collegeintake
2278,What is the student capacity for the Aeronautical Engineering department?,collegeintake
2279,Are there any available seats in the Computer Science and Engineering branch for this academic year?,collegeintake
2280,Can you provide details on the seat distribution for the Information Technology faculty?,collegeintake
2281,How many seats are reserved for the Electrical and Electronics Engineering department?,collegeintake
2282,What is the total number of seats available for the Civil Engineering program?,collegeintake
2283,How many students can be accommodated in the Electronics and Communication Engineering faculty?,collegeintake
2284,Are there any restrictions on the number of students admitted to the Chemical Engineering branch?,collegeintake
2285,Can you share information on the overall student intake for the college's engineering programs?,collegeintake
2286,What is the seat allocation policy for the Aeronautical Engineering faculty?,collegeintake
2287,How many seats are designated for the Mechanical Engineering department?,collegeintake
2288,What is the student capacity for the Computer Science and Engineering program?,collegeintake
2289,Are there any available seats in the Information Technology branch for this academic year?,collegeintake
2290,Can you provide information on the total seat allotment for the Electronics and Communication Engineering faculty?,collegeintake
2291,How many students are typically accepted in the Electrical and Electronics Engineering branch?,collegeintake
2292,What is the maximum student capacity for the Civil Engineering program?,collegeintake
2293,Can you share details about the student intake process at the college?,collegeintake
2294,How many seats are reserved for the Information Technology department?,collegeintake
2295,What is the seat distribution for the Mechanical Engineering faculty?,collegeintake
2296,Are there any restrictions on the number of students admitted to the Aeronautical Engineering branch?,collegeintake
2297,Can you provide information on the total number of seats available for the Electrical Engineering program?,collegeintake
2298,How many students can be accommodated in the Chemical Engineering faculty?,collegeintake
2299,What is the maximum number of students that can be admitted to the Computer Science and Engineering program?,collegeintake
2300,college dress code,uniform
2301,college dresscode,uniform
2302,what is the uniform,uniform
2303,Is uniform compulsory?,uniform
2304,What is the code of uniform?,uniform
2305,Where can I get the college dress code?,uniform
2306,Can we make a group and make a t-shirt as our dress code of our batch ?,uniform
2307,Where can I get the tie and batch of our college?,uniform
2308,Is the batch compulsory to wear all the time ?,uniform
2309,can we wear casuals,uniform
2310,Dresscode,uniform
2311,Tie compulsory,uniform
2312,Is skirt available as uniform?,uniform
2313,Does college have an uniform,uniform
2314,Is there any uniform,uniform
2315,uniform,uniform
2316,what about uniform,uniform
2317,do we have to wear uniform,uniform
2318,Is there a specific dress code for the college?,uniform
2319,Can you provide details about the college's dress code policy?,uniform
2320,What is the official uniform for the college?,uniform
2321,Is it mandatory to wear a uniform at the college?,uniform
2322,Where can I find information about the dress code requirements?,uniform
2323,Can we organize a group and design a batch T-shirt as our uniform?,uniform
2324,Where can I purchase the college's tie and batch?,uniform
2325,Do we have to wear the batch at all times?,uniform
2326,"Are casual outfits allowed, or is a uniform mandatory?",uniform
2327,Can you provide information about the college's official dress code?,uniform
2328,Is wearing a tie compulsory as part of the uniform?,uniform
2329,Are skirts available as part of the college uniform?,uniform
2330,Does the college have a specified dress code?,uniform
2331,Is there any particular uniform for students at the college?,uniform
2332,Can you share details about the college's uniform policy?,uniform
2333,What are the guidelines for the college uniform?,uniform
2334,Do we have to wear the college uniform regularly?,uniform
2335,Where can I get more information about the uniform requirements?,uniform
2336,Is there a specific code for the college uniform?,uniform
2337,Can we design and wear batch T-shirts as a group uniform?,uniform
2338,Are there any guidelines for wearing the college tie?,uniform
2339,Is the college batch compulsory to wear throughout the day?,uniform
2340,Can students choose to wear casual clothing or is a uniform mandatory?,uniform
2341,What is the official uniform policy for the college?,uniform
2342,Are there any exceptions to the college uniform policy?,uniform
2343,Where can I find the details about the official dress code?,uniform
2344,Can you provide information on the college's uniform regulations?,uniform
2345,Is it possible to customize our batch and tie designs?,uniform
2346,Are there any specific guidelines for wearing the college uniform?,uniform
2347,What options do students have regarding the college dress code?,uniform
2348,Is there a set dress code for students at the college?,uniform
2349,Can we suggest changes to the existing dress code?,uniform
2350,Are there any specific rules regarding the college uniform?,uniform
2351,Where can I inquire about the college's dress code?,uniform
2352,Can students collectively decide on a unique dress code?,uniform
2353,Is there a specific dress code committee or authority?,uniform
2354,How strictly is the college dress code enforced?,uniform
2355,Can we propose modifications to the uniform policy?,uniform
2356,What is the official stance on students wearing casual attire?,uniform
2357,Are there any consequences for not adhering to the dress code?,uniform
2358,Is there a designated place to purchase the college uniform?,uniform
2359,Can students choose the color of their uniform?,uniform
2360,Are there any specific guidelines for the college tie?,uniform
2361,Can we organize a vote to decide on a preferred dress code?,uniform
2362,Where can I find information on updating the uniform design?,uniform
2363,Is the dress code subject to change based on seasons or events?,uniform
2364,Can we collectively decide on a dress code for special occasions?,uniform
2365,Are there any specific regulations for wearing the college batch?,uniform
2366,Can we suggest alternative options for the college uniform?,uniform
2367,What are the consequences for violating the dress code policy?,uniform
2368,Are there specific rules regarding the uniform during exams?,uniform
2369,Can we propose amendments to the college uniform guidelines?,uniform
2370,Is there flexibility in the college's dress code for cultural events?,uniform
2371,Can students participate in decisions related to the dress code?,uniform
2372,How frequently is the college dress code reviewed and updated?,uniform
2373,Can we recommend changes to the uniform for better comfort?,uniform
2374,Is there a specific process for seeking approval for uniform modifications?,uniform
2375,Can we organize a petition to revise the existing dress code?,uniform
2376,What are the criteria for determining the college dress code?,uniform
2377,Is there room for creativity within the bounds of the uniform policy?,uniform
2378,Can we suggest alternatives to the existing college uniform?,uniform
2379,How strictly is the uniform policy enforced on a day-to-day basis?,uniform
2380,Is there a committee responsible for overseeing the college dress code?,uniform
2381,Can we propose a more relaxed dress code for certain days or events?,uniform
2382,What steps can students take to voice concerns about the uniform policy?,uniform
2383,Is there a specific protocol for introducing changes to the dress code?,uniform
2384,Can we suggest eco-friendly or sustainable options for the uniform?,uniform
2385,Are there any provisions for modifying the uniform based on cultural considerations?,uniform
2386,How does the college address feedback or concerns related to the dress code?,uniform
2387,Can students collaborate with faculty to suggest improvements to the dress code?,uniform
2388,Is there a specific channel for submitting recommendations regarding the uniform?,uniform
2389,Can we propose changes to the dress code to better reflect current fashion trends?,uniform
2390,What is the timeline for reviewing and updating the college's dress code?,uniform
2391,Can students play a role in influencing decisions related to the uniform policy?,uniform
2392,Are there any exceptions or accommodations in the dress code for students with special needs?,uniform
2393,Can we organize a forum to discuss and gather opinions on the existing dress code?,uniform
2394,Is there a process for appealing dress code decisions made by the college?,uniform
2395,Can students contribute to the design and selection of the college uniform?,uniform
2396,"How is the dress code communicated to students, and where can we find this information?",uniform
2397,Can we propose a system for periodic surveys to gather feedback on the dress code?,uniform
2398,Is there a platform for open discussions and debates regarding the college's dress code?,uniform
2399,Can students suggest modifications to the uniform based on comfort and practicality?,uniform
2400,I love you,random
2401,Will you marry me,random
2402,Anyone there?,random
2403,What is college ,random
2404,College join,random
2405,Cse is a part of college ,random
2406,Ccllegehs,random
2407,Flirt in college,random
2408,Dating in college,random
2409,Cheating,random
2410,Updes,random
2411,Erreo,random
2412,Error,random
2413,Find boyfriend ,random
2414,Find girlfriend,random
2415,Do you love me,random
2416,I enjoy exploring new places.,random
2417,What's your favorite color?,random
2418,Have you ever traveled abroad?,random
2419,Chocolate ice cream is my guilty pleasure.,random
2420,Playing guitar relaxes me.,random
2421,How do you like to spend your weekends?,random
2422,Pizza is my go-to comfort food.,random
2423,I dream of visiting outer space one day.,random
2424,Have you ever tried bungee jumping?,random
2425,Sunsets by the beach are breathtaking.,random
2426,I can't resist a good book.,random
2427,Pineapple on pizza - yay or nay?,random
2428,I believe in the power of kindness.,random
2429,Snowy days make me feel cozy.,random
2430,What's your favorite movie genre?,random
2431,Dancing in the rain sounds like fun.,random
2432,Coffee is my morning ritual.,random
2433,Do you enjoy cooking or baking?,random
2434,Learning a new language is on my bucket list.,random
2435,I appreciate a good sense of humor.,random
2436,Are you a morning person or a night owl?,random
2437,I love the sound of ocean waves.,random
2438,Roller coasters are thrilling.,random
2439,Yoga helps me stay centered.,random
2440,Hiking in the mountains is invigorating.,random
2441,I believe in chasing dreams.,random
2442,My favorite season is autumn.,random
2443,Do you prefer tea or coffee?,random
2444,Exploring local markets is a great pastime.,random
2445,I collect vintage postcards.,random
2446,Making homemade pizza is a fun activity.,random
2447,I enjoy stargazing on clear nights.,random
2448,Sushi is my favorite cuisine.,random
2449,Random acts of kindness make the world better.,random
2450,I appreciate the beauty of nature.,random
2451,I'm a firm believer in lifelong learning.,random
2452,Board games are a great way to bond.,random
2453,Laughter is the best medicine.,random
2454,Road trips are an adventure.,random
2455,Meditation helps me stay grounded.,random
2456,I believe in the power of positive thinking.,random
2457,Music festivals are unforgettable experiences.,random
2458,Planting flowers in my garden is therapeutic.,random
2459,I appreciate people who are genuine.,random
2460,I love the feeling of sand between my toes.,random
2461,Expressing gratitude is important.,random
2462,Camping under the stars is on my wishlist.,random
2463,Art museums inspire me.,random
2464,Do you enjoy DIY projects?,random
2465,I find joy in simple pleasures.,random
2466,I believe in creating memories.,random
2467,I enjoy solving puzzles.,random
2468,Volunteering is a rewarding experience.,random
2469,Bonfires with friends are memorable.,random
2470,I find inspiration in unexpected places.,random
2471,Nature walks are refreshing.,random
2472,I believe in living in the present moment.,random
2473,Cooking with fresh ingredients is a passion.,random
2474,I enjoy attending live concerts.,random
2475,Beach picnics are delightful.,random
2476,I believe in the power of gratitude.,random
2477,Exploring cultural festivals is fascinating.,random
2478,I love the feeling of accomplishment.,random
2479,I find joy in connecting with others.,random
2480,Starlit nights are magical.,random
2481,Trying new cuisines is an adventure.,random
2482,I believe in the importance of self-care.,random
2483,Painting allows me to express myself.,random
2484,I enjoy attending poetry readings.,random
2485,I find comfort in listening to raindrops.,random
2486,Learning a musical instrument is on my wishlist.,random
2487,I believe in the value of lifelong friendships.,random
2488,Sunrises bring a sense of renewal.,random
2489,I enjoy practicing mindfulness.,random
2490,Creativity fuels my spirit.,random
2491,I believe in the power of positive affirmations.,random
2492,Exploring local art galleries is inspiring.,random
2493,I find joy in spontaneous adventures.,random
2494,I believe in the beauty of diversity.,random
2495,Sunset picnics with loved ones are cherished.,random
2496,I enjoy attending fitness classes.,random
2497,I find inspiration in quotes.,random
2498,I believe in the power of resilience.,random
2499,Do you enjoy watching the stars at night?,random
2500,fuck,swear
2501,bitch,swear
2502,shut up,swear
2503,hell,swear
2504,stupid,swear
2505,idiot,swear
2506,dumb ass,swear
2507,asshole,swear
2508,fucker,swear
2509,Shnookerdookies!,swear
2510,Fudge nuggets!,swear
2511,Cheese and rice!,swear
2512,Sugar!,swear
2513,God bless America!,swear
2514,Poo!,swear
2515,Snickerdoodle!,swear
2516,Banana shenanigans!,swear
2517,Six and two is eight!,swear
2518,God bless it!,swear
2519,Barbara Streisand!,swear
2520,Fiddlesticks!,swear
2521,Jiminy Crickets!,swear
2522,Son of a gun!,swear
2523,Egad!,swear
2524,Great Scott!,swear
2525,Caesar’s ghost!,swear
2526,Merlin’s beard!,swear
2527,Merlin’s pants!,swear
2528,Shucks!,swear
2529,Darn!,swear
2530,Dagnabbit!,swear
2531,Dang rabbit!,swear
2532,Dadgummit!,swear
2533,Jumpin’ Jiminy!,swear
2534,Gee willickers!,swear
2535,Gee whiz!,swear
2536,Cheese whiz!,swear
2537,Good night!,swear
2538,Sam Hill!,swear
2539,Son of a monkey!,swear
2540,Son of a bucket!,swear
2541,William Shatner!,swear
2542,Son of a motherless goat!,swear
2543,Judas Priest!,swear
2544,Gosh darn it!,swear
2545,Shut the front door!,swear
2546,Holy cow!,swear
2547,Horse pucky!,swear
2548,Geez!,swear
2549,Sufferin’ succotash!,swear
2550,Son of a mother fucker!,swear
2551,Fudge berries!,swear
2552,Geez Terwilligers!,swear
2553,Mothersmucker!,swear
2554,Cornnuts!,swear
2555,Poo on a stick!,swear
2556,"Aw, duck water!",swear
2557,Jerk water!,swear
2558,Dillweed!,swear
2559,Holy cow!,swear
2560,Holy Crap!,swear
2561,Mother fucker!,swear
2562,bitch,swear
2563,son of a bitch,swear
2564,holy  moly,swear
2565,Arsehole,swear
2566,Balls,swear
2567,Bint,swear
2568,Bitch,swear
2569,Bollocks,swear
2570,Bullshit,swear
2571,Feck,swear
2572,Munter,swear
2573,Pissed/pissed off,swear
2574,Shit,swear
2575,Son of a bitch,swear
2576,Tits,swear
2577,Bastard,swear
2578,Beaver,swear
2579,Beef curtains,swear
2580,Bellend,swear
2581,Bloodclaat,swear
2582,Clunge,swear
2583,Cock,swear
2584,Dick,swear
2585,Dickhead,swear
2586,Fanny,swear
2587,Flaps,swear
2588,Gash,swear
2589,Knob,swear
2590,Minge,swear
2591,Prick,swear
2592,Punani,swear
2593,Pussy,swear
2594,Snatch,swear
2595,Twat,swear
2596,Bonk,swear
2597,Shag,swear
2598,Slapper,swear
2599,Tart,swear
2600,Cunt,swear
2601,nice work,salutation
2602,well done,salutation
2603,good job,salutation
2604,thanks for the help,salutation
2605,Thank You,salutation
2606,its ok,salutation
2607,Thanks,salutation
2608,k,salutation
2609,Dear,salutation
2610,Greetings,salutation
2611,Dear sir,salutation
2612,Dear mam,salutation
2613,Mr.,salutation
2614,Ms,salutation
2615,Miss,salutation
2616,ok,salutation
2617,okay,salutation
2618,Okk,salutation
2619,Okie,salutation
2620,Nice work,salutation
2621,Well done,salutation
2622,Good job,salutation
2623,Thanks for the help,salutation
2624,Thank You,salutation
2625,Its ok,salutation
2626,Thanks,salutation
2627,K,salutation
2628,Dear,salutation
2629,Greetings,salutation
2630,Dear sir,salutation
2631,Dear mam,salutation
2632,Mr.,salutation
2633,Ms.,salutation
2634,Miss,salutation
2635,Okay,salutation
2636,Hi,salutation
2637,Hello,salutation
2638,Hey,salutation
2639,Hi there,salutation
2640,Greetings,salutation
2641,Salutations,salutation
2642,Good morning,salutation
2643,Good afternoon,salutation
2644,Good evening,salutation
2645,Howdy,salutation
2646,G'day,salutation
2647,Yo,salutation
2648,Hiya,salutation
2649,Aloha,salutation
2650,Sup,salutation
2651,What's up,salutation
2652,How's it going,salutation
2653,How are you,salutation
2654,What's new,salutation
2655,Pleasure to meet you,salutation
2656,Nice to meet you,salutation
2657,Welcome,salutation
2658,Hola,salutation
2659,Bonjour,salutation
2660,Ciao,salutation
2661,Namaste,salutation
2662,Shalom,salutation
2663,Salaam,salutation
2664,How's everything,salutation
2665,How's life,salutation
2666,What's happening,salutation
2667,How's your day,salutation
2668,Lovely to see you,salutation
2669,Warm greetings,salutation
2670,How do you do,salutation
2671,Long time no see,salutation
2672,It's been a while,salutation
2673,How have you been,salutation
2674,I hope you're well,salutation
2675,Hope all is well,salutation
2676,Wishing you the best,salutation
2677,Regards,salutation
2678,Best regards,salutation
2679,Cheers,salutation
2680,Take care,salutation
2681,Farewell,salutation
2682,Until we meet again,salutation
2683,Catch you later,salutation
2684,See you soon,salutation
2685,Goodbye,salutation
2686,Have a great day,salutation
2687,Have a good one,salutation
2688,Have a nice day,salutation
2689,Have a wonderful day,salutation
2690,Best wishes,salutation
2691,All the best,salutation
2692,Blessings,salutation
2693,God bless,salutation
2694,Take it easy,salutation
2695,Enjoy your day,salutation
2696,Stay well,salutation
2697,Keep in touch,salutation
2698,Sending love,salutation
2699,Task to perform,task
2700,what can you do,task
2701,what are the thing you can do,task
2702,things you can do,task
2703,what can u do for me,task
2704,how u can help me,task
2705,How can I take help from you?,task
2706,In which sense you can help me out?,task
2707,Can you help me to get admission,task
2708,Can I use you to get the information of my exams ? ,task
2709,Can you suggest me the reason why should I choose this college?,task
2710,Do you have any suggestion about the holidays of this college?,task
2711,Can u help me out to get the notice of college?,task
2712,Why should I consider your help?,task
2713,why i should use you,task
2714,Task to perform,task
2715,What can you do?,task
2716,What are the things you can do?,task
2717,Things you can do,task
2718,What can you do for me?,task
2719,How can you help me?,task
2720,How can I take help from you?,task
2721,In which sense can you help me out?,task
2722,Can you help me get admission?,task
2723,Can I use you to get information about my exams?,task
2724,Can you suggest reasons why I should choose this college?,task
2725,Do you have any suggestions about the holidays of this college?,task
2726,Can you help me find college notices?,task
2727,Why should I consider your help?,task
2728,Why should I use you?,task
2729,How can you assist me in my academic journey?,task
2730,What support can you provide in my educational endeavors?,task
2731,Can you guide me through the college application process?,task
2732,In what ways can you aid me with my studies?,task
2733,How can you contribute to my success?,task
2734,Can you assist me in understanding course requirements?,task
2735,What information can you offer about college programs?,task
2736,How can your services benefit my educational goals?,task
2737,Can you help me prepare for upcoming exams?,task
2738,How do you provide guidance on study strategies?,task
2739,Can you offer insights into effective learning techniques?,task
2740,How can you support my career development?,task
2741,Can you assist in planning my academic schedule?,task
2742,What resources can you provide for exam preparation?,task
2743,How do you assist with college-related inquiries?,task
2744,Can you help me stay updated on college announcements?,task
2745,What assistance do you offer for admission essays?,task
2746,How can I utilize your expertise in college research?,task
2747,Can you provide guidance on choosing the right major?,task
